h_group_id,h_group_name,x_group_id,x_group_name,n_pdb_reps,n_afdb_reps,pdb_total_cys,afdb_total_cys,pdb_disulfide_pct,pdb_metal_pct,afdb_disulfide_pct,afdb_metal_pct
3616.1,ExoU toxin middle helical domain,3616,ExoU toxin middle helical domain,1,0,1,0,0.00,0.00,,
3617.1,Thioredoxin-like domain in RNase E,3617,Thioredoxin-like domain in RNase E,1,8,3,25,0.00,66.67,0.00,32.00
3619.1,Nucleoporin NUP120 helical domain,3619,Nucleoporin NUP120 helical domain,3,17,19,77,0.00,0.00,0.00,0.00
3620.1,Factor H-binding protein BbCRASP-1,3620,Factor H-binding protein BbCRASP-1,4,0,4,0,0.00,0.00,,
362.1,P-domain of calnexin/calreticulin,362,P-domain of calnexin/calreticulin,1,28,2,77,100.00,0.00,89.61,0.00
3621.1,Dipeptidyl-peptidase 2 helical domain,3621,Dipeptidyl-peptidase 2 helical domain,3,85,12,304,83.33,0.00,66.45,0.00
3622.1,Surface-exposed lipoprotein adhesin JlpA,3622,Surface-exposed lipoprotein adhesin JlpA,1,0,3,0,100.00,0.00,,
3623.1,Uncharacterized protein VC_0899,3623,Uncharacterized protein VC_0899,3,1,4,1,0.00,0.00,0.00,0.00
3624.1,CRISPR RNA silencing complex Cmr2 subunit Zn-binding domain,3624,CRISPR RNA silencing complex Cmr2 subunit Zn-binding domain,3,2,9,8,0.00,11.11,0.00,12.50
3625.1,CRISPR RNA silencing complex Cmr2 subunit second helical domain,3625,CRISPR RNA silencing complex Cmr2 subunit second helical domain,0,7,0,11,,,36.36,0.00
3626.1,CRISPR RNA silencing complex Cmr2 subunit first helical domain,3626,CRISPR RNA silencing complex Cmr2 subunit first helical domain,0,3,0,4,,,50.00,0.00
3627.1,UDP-galactofuranosyl transferase GlfT2 helical domain,3627,UDP-galactofuranosyl transferase GlfT2 helical domain,1,4,3,12,0.00,0.00,0.00,0.00
3628.1,Transcription factor tau 60 kDa subunit,3628,Transcription factor tau 60 kDa subunit,1,7,4,64,0.00,0.00,1.56,14.06
363.1,Thyroglobulin type-1 domain,363,Thyroglobulin type-1 domain,7,84,40,496,100.00,0.00,99.80,0.00
3632.1,Phage G1 gp67,3632,Phage G1 gp67,1,0,1,0,0.00,0.00,,
3633.1,Haptoglobin-hemoglobin receptor,3633,Haptoglobin-hemoglobin receptor,0,1,0,3,,,0.00,0.00
3634.1,LepB GAP domain N-terminal subdomain,3634,LepB GAP domain N-terminal subdomain,2,0,6,0,0.00,0.00,,
3635.1,LepB GAP domain C-terminal subdomain,3635,LepB GAP domain C-terminal subdomain,2,1,4,1,0.00,0.00,0.00,0.00
3636.1,XPD arch domain,3636,XPD arch domain,6,133,17,380,11.76,0.00,6.05,0.00
3640.1,Minor ampullate fibroin 1 C-terminal domain,3640,Minor ampullate fibroin 1 C-terminal domain,2,11,3,45,100.00,0.00,60.00,0.00
364.1,TAZ domain,364,TAZ domain,2,39,18,390,5.56,66.67,1.28,42.31
3641.1,putative cell adhesion protein BACOVA_01548 insertion domain,3641,putative cell adhesion protein BACOVA_01548 insertion domain,1,0,1,0,0.00,0.00,,
3643.1,hypothetical protein BF0379 C-terminal domain,3643,hypothetical protein BF0379 C-terminal domain,1,2,2,3,0.00,0.00,0.00,0.00
3644.1,Leanyer virus nucleoprotein-related,3644,Leanyer virus nucleoprotein-related,6,0,17,0,0.00,0.00,,
3645.1,Pheromone ESP1,3645,Pheromone ESP1,1,1,2,3,0.00,0.00,0.00,0.00
3646.1,T-component of energy-coupling factor (ECF) transporters,3646,T-component of energy-coupling factor (ECF) transporters,3,111,4,223,0.00,0.00,1.79,0.00
3647.1,Hypothetical Protein lmo2686,3647,Hypothetical Protein lmo2686,1,0,2,0,0.00,0.00,,
365.1,Crambin-like,365,Crambin-like,4,13,28,85,100.00,0.00,92.94,0.00
3651.1,Translation initiation factor eIF-2B delta subunit N-terminal helical domain,3651,Translation initiation factor eIF-2B delta subunit N-terminal helical domain,16,210,31,381,0.00,0.00,2.89,0.52
3652.1,Qua1,3652,Qua1,1,26,1,30,0.00,0.00,3.33,0.00
3654.1,Insertion region of FTHFS domain,3654,Insertion region of FTHFS domain,0,4,0,4,,,0.00,0.00
3655.1,Methanogenic A1A0 ATP synthase stalk subunit H dimerization domain,3655,Methanogenic A1A0 ATP synthase stalk subunit H dimerization domain,1,0,1,0,100.00,0.00,,
3656.1,UIM domain,3656,UIM domain,3,0,3,0,0.00,0.00,,
3657.1,Scaffolding protein GPB,3657,Scaffolding protein GPB,1,0,2,0,0.00,0.00,,
3659.1,MotY N-terminal domain,3659,MotY N-terminal domain,0,2,0,4,,,100.00,0.00
3660.1,Protein-export membrane protein secG,3660,Protein-export membrane protein secG,1,4,1,7,0.00,0.00,0.00,0.00
366.1,Blood coagulation inhibitor (disintegrin),366,Blood coagulation inhibitor (disintegrin),14,112,184,1650,100.00,0.00,99.82,0.00
3661.1,Integrin beta-1D cytoplasmic tail,3661,Integrin beta-1D cytoplasmic tail,0,1,0,1,,,0.00,0.00
3662.1,Proteasome assembling chaperone 3 (PAC3)-related,3662,Proteasome assembling chaperone 3 (PAC3)-related,3,56,6,130,0.00,0.00,4.62,0.00
3663.1,CRISPR-associated protein Cse2,3663,CRISPR-associated protein Cse2,2,1,3,3,0.00,0.00,0.00,0.00
3664.1,"Small, acid-soluble spore protein C",3664,"Small, acid-soluble spore protein C",0,5,0,6,,,16.67,0.00
3665.1,hypothetical protein TTMA177,3665,hypothetical protein TTMA177,0,1,0,2,,,0.00,0.00
3666.1,30S ribosomal protein S21,3666,30S ribosomal protein S21,3,37,5,41,0.00,0.00,0.00,0.00
3667.1,LEE-encoded effector EspG C-terminal domain-related,3667,LEE-encoded effector EspG C-terminal domain-related,1,1,5,5,0.00,0.00,20.00,0.00
3669.1,conserved hypothetical protein MTH0776,3669,conserved hypothetical protein MTH0776,1,0,3,0,0.00,0.00,,
3670.1,NCD2 domain,3670,NCD2 domain,1,9,2,27,0.00,0.00,0.00,0.00
367.1,Insulin-like,367,Insulin-like,15,79,71,505,85.92,0.00,97.62,0.00
3671.1,Translocated intimin receptor Tir extracellular domain,3671,Translocated intimin receptor Tir extracellular domain,0,1,0,2,,,0.00,0.00
3672.1,Small protrusion domain in cytoplasmic polyhedrosis virus capsid shell protein,3672,Small protrusion domain in cytoplasmic polyhedrosis virus capsid shell protein,1,0,2,0,0.00,0.00,,
3674.1,Borealin C-terminal dimerization domain,3674,Borealin C-terminal dimerization domain,1,6,1,7,0.00,0.00,0.00,0.00
3675.1,DNA gyrase subunit B insertion domain,3675,DNA gyrase subunit B insertion domain,1,7,1,17,0.00,0.00,5.88,0.00
3676.1,RNA helicase Hera dimerization domain,3676,RNA helicase Hera dimerization domain,1,53,1,99,0.00,0.00,4.04,0.00
3678.1,Pilus-presented adhesin helical insertion domain,3678,Pilus-presented adhesin helical insertion domain,2,5,2,14,0.00,0.00,71.43,0.00
3680.1,Zinc finger FYVE domain-containing protein 9 C-terminal domain,3680,Zinc finger FYVE domain-containing protein 9 C-terminal domain,1,11,4,27,0.00,0.00,7.41,0.00
3681.1,Helical hairpin insertion in E. coli DNA-directed RNA polymerase beta subunit,3681,Helical hairpin insertion in E. coli DNA-directed RNA polymerase beta subunit,1,21,1,36,0.00,0.00,0.00,13.89
3682.1,IcmQ dimerization domain,3682,IcmQ dimerization domain,0,1,0,2,,,0.00,0.00
3684.1,PSPTO4464 C-terminal domain-like,3684,PSPTO4464 C-terminal domain-like,0,211,0,760,,,3.03,0.00
3685.1,Putative acetamidase tm0119 C-terminal domain,3685,Putative acetamidase tm0119 C-terminal domain,3,12,4,29,0.00,0.00,3.45,0.00
3686.1,Nitrile hydratase subunit beta N-termial domain,3686,Nitrile hydratase subunit beta N-termial domain,3,0,5,0,0.00,0.00,,
3687.1,NADPH-cytochrome p450 reductase helical insertion domain,3687,NADPH-cytochrome p450 reductase helical insertion domain,4,95,7,285,0.00,0.00,0.35,0.70
3688.1,N-terminal subdomain in UbiD middle domain,3688,N-terminal subdomain in UbiD middle domain,9,50,12,66,0.00,0.00,3.03,0.00
369.1,Protozoan pheromone proteins,369,Protozoan pheromone proteins,9,5,62,15,93.55,0.00,80.00,0.00
3691.1,Phosphomannose isomerase helical insertion domain,3691,Phosphomannose isomerase helical insertion domain,1,28,2,57,0.00,0.00,15.79,0.00
3692.1,Ornithine cyclodeaminase-like enzymes dimerization domain,3692,Ornithine cyclodeaminase-like enzymes dimerization domain,4,41,8,67,0.00,0.00,1.49,0.00
3694.1,Tail specific protease helical domain,3694,Tail specific protease helical domain,8,22,12,37,0.00,0.00,13.51,0.00
3695.1,Dihydroorotate dehydrogenase B PyrK subunit 2Fe-2S cluster-binding domain,3695,Dihydroorotate dehydrogenase B PyrK subunit 2Fe-2S cluster-binding domain,1,37,4,185,0.00,25.00,1.08,50.81
3696.1,DNA helicase UvsW N-terminal a+b domain-related,3696,DNA helicase UvsW N-terminal a+b domain-related,3,35,4,55,0.00,0.00,16.36,0.00
3697.1,NQO2 helical bundle domain,3697,NQO2 helical bundle domain,5,13,5,18,0.00,0.00,0.00,5.56
3698.1,Arginine methyltransferase oligomerization subdomain,3698,Arginine methyltransferase oligomerization subdomain,15,129,54,670,0.00,0.00,2.09,0.00
3699.1,Spermidine synthase tetramerisation domain,3699,Spermidine synthase tetramerisation domain,2,31,3,37,0.00,0.00,8.11,0.00
3700.1,Immunodominant antigen Pgp3 N-terminal domain,3700,Immunodominant antigen Pgp3 N-terminal domain,3,1,3,1,33.33,0.00,100.00,0.00
370.1,TB module/8-cys domain,370,TB module/8-cys domain,8,36,61,274,100.00,0.00,97.81,0.00
3702.1,Penicillin binding protein dimerisation domain,3702,Penicillin binding protein dimerisation domain,1,8,1,15,0.00,0.00,46.67,0.00
3703.1,HSP90 C-terminal a/b domain,3703,HSP90 C-terminal a/b domain,2,46,4,77,0.00,0.00,1.30,0.00
3704.1,Apoptotic protease-activating factor 1 (Apaf-1) helical domain,3704,Apoptotic protease-activating factor 1 (Apaf-1) helical domain,2,48,7,215,0.00,0.00,0.47,0.00
3705.1,Bacterial chaperone lipoprotein (PulS_OutS),3705,Bacterial chaperone lipoprotein (PulS_OutS),3,2,6,3,66.67,0.00,66.67,0.00
3706.1,Conserved type six secretion component TssL-related,3706,Conserved type six secretion component TssL-related,5,6,14,20,0.00,0.00,0.00,0.00
3707.1,SdbC C-terminal domain,3707,SdbC C-terminal domain,1,0,1,0,0.00,0.00,,
3708.1,ESX-1 secretion system protein eccB1 modular domains,3708,ESX-1 secretion system protein eccB1 modular domains,3,4,3,12,66.67,0.00,8.33,0.00
3709.1,ESX-1 secretion system protein eccB1 linker domains,3709,ESX-1 secretion system protein eccB1 linker domains,4,9,8,18,50.00,0.00,55.56,0.00
3710.1,Golgi to ER traffic protein 1 cytosolic domain,3710,Golgi to ER traffic protein 1 cytosolic domain,0,5,0,15,,,0.00,0.00
371.1,"Phospholipase A2, PLA2",371,"Phospholipase A2, PLA2",17,169,188,1986,100.00,0.00,97.89,0.60
3711.1,LTXXQ motif family protein,3711,LTXXQ motif family protein,0,88,0,230,,,9.57,1.30
3712.1,Mediator of RNA polymerase II transcription subunit 11,3712,Mediator of RNA polymerase II transcription subunit 11,3,13,3,23,0.00,0.00,0.00,0.00
3714.1,Lon-like protease MtaLonC helical domain,3714,Lon-like protease MtaLonC helical domain,1,3,2,3,0.00,0.00,0.00,0.00
3715.1,Ribosomal protein L22e,3715,Ribosomal protein L22e,9,20,14,25,0.00,0.00,0.00,0.00
3716.1,DUF3349,3716,DUF3349,1,4,1,6,0.00,0.00,0.00,0.00
3717.1,Cyclin-dependent kinase 2-associated protein 1 C-terminal domain,3717,Cyclin-dependent kinase 2-associated protein 1 C-terminal domain,1,1,1,1,0.00,0.00,0.00,0.00
3718.1,Flagellar protein fliT,3718,Flagellar protein fliT,2,69,2,195,0.00,0.00,3.08,0.00
3719.1,Imelysin peptidase-like,3719,Imelysin peptidase-like,3,4,8,7,25.00,0.00,71.43,0.00
3720.1,Receptor activity-modifying protein (RAMP),3720,Receptor activity-modifying protein (RAMP),2,10,10,50,100.00,0.00,98.00,0.00
372.1,RNase A-like,372,RNase A-like,33,37,242,266,100.00,0.00,94.74,0.00
3721.1,Protein regulator of cytokinesis 1 (PRC1) dimerization domain,3721,Protein regulator of cytokinesis 1 (PRC1) dimerization domain,2,30,2,44,0.00,0.00,2.27,0.00
372.2,EndoU-like,372,RNase A-like,11,32,31,113,9.68,0.00,63.72,0.00
3722.1,Protein regulator of cytokinesis 1 (PRC1) rod domain,3722,Protein regulator of cytokinesis 1 (PRC1) rod domain,0,59,0,267,,,0.00,0.00
3723.1,Phosphoinositide phosphatase insertion helical domain,3723,Phosphoinositide phosphatase insertion helical domain,1,0,1,0,0.00,0.00,,
3724.1,Phosphoinositide phosphatase C-terminal helical domain,3724,Phosphoinositide phosphatase C-terminal helical domain,1,0,3,0,0.00,0.00,,
3725.1,Hypothetical protein BT3222 N-terminal domain,3725,Hypothetical protein BT3222 N-terminal domain,1,0,1,0,0.00,0.00,,
3726.1,RILP-like protein 2 N-terminal helical hairpin domain,3726,RILP-like protein 2 N-terminal helical hairpin domain,0,1,0,2,,,0.00,100.00
3727.1,Hsc70-interacting protein dimerization domain,3727,Hsc70-interacting protein dimerization domain,0,13,0,14,,,0.00,0.00
3729.1,Legumain prodomain,3729,Legumain prodomain,9,23,39,81,5.13,0.00,7.41,0.00
3730.1,CCM3/GCKIII dimerization domain,3730,CCM3/GCKIII dimerization domain,1,25,3,45,66.67,0.00,13.33,0.00
373.1,Zn2/Cys6 DNA-binding domain,373,Zn2/Cys6 DNA-binding domain,7,341,42,1968,0.00,66.67,0.25,58.43
3732.1,Anosmin 1 N-terminal cysteine-rich domain,3732,Anosmin 1 N-terminal cysteine-rich domain,1,0,10,0,100.00,0.00,,
3733.1,Orbivirus outer capsid protein VP5,3733,Orbivirus outer capsid protein VP5,3,0,8,0,0.00,0.00,,
3735.1,Rearrangement hotspot (RHS) repeats protein,3735,Rearrangement hotspot (RHS) repeats protein,9,19,50,118,12.00,0.00,49.15,0.00
3736.1,NLRC4 helical domain HD2,3736,NLRC4 helical domain HD2,13,98,53,535,0.00,0.00,0.00,0.00
3737.1,Major allergen Bla g 1 tandem repeats,3737,Major allergen Bla g 1 tandem repeats,0,3,0,9,,,44.44,0.00
3738.1,Major inner capsid protein P1,3738,Major inner capsid protein P1,2,0,5,0,0.00,0.00,,
3739.1,TraO N-terminal domain,3739,TraO N-terminal domain,0,1,0,2,,,100.00,0.00
3740.1,F420-reducing hydrogenase subunit beta,3740,F420-reducing hydrogenase subunit beta,7,144,46,932,0.00,52.17,0.64,32.08
374.1,HIPIP (high potential iron protein),374,HIPIP (high potential iron protein),12,15,49,61,4.08,59.18,1.64,54.10
3741.1,Myeloma immunoglobulin D delta linker region,3741,Myeloma immunoglobulin D delta linker region,1,0,1,0,0.00,0.00,,
3742.1,hypothetical protein DESPIG_00776,3742,hypothetical protein DESPIG_00776,1,0,1,0,0.00,0.00,,
3743.1,"L,D-transpeptidase C-terminal domain",3743,"L,D-transpeptidase C-terminal domain",0,1,0,1,,,0.00,0.00
3744.1,Photosystem II antenna protein PsbB insertion domain,3744,Photosystem II antenna protein PsbB insertion domain,0,1,0,3,,,0.00,0.00
3745.1,Sodium/Calcium exchanger,3745,Sodium/Calcium exchanger,4,178,8,990,0.00,0.00,9.39,0.00
3746.1,Membrane-integrating protein Mistic,3746,Membrane-integrating protein Mistic,1,0,1,0,0.00,0.00,,
3747.1,Flagellar hook protein FlgE D0 domain,3747,Flagellar hook protein FlgE D0 domain,0,4,0,4,,,0.00,0.00
3748.1,26S proteasome regulatory subunit RPN8/RPN11 C-terminal domain,3748,26S proteasome regulatory subunit RPN8/RPN11 C-terminal domain,4,61,11,110,0.00,0.00,6.36,0.00
3749.1,26S proteasome regulatory subunit RPN9 C-terminal helix,3749,26S proteasome regulatory subunits C-terminal helices,3,19,5,23,0.00,0.00,0.00,0.00
3749.2,26S proteasome regulatory subunit RPN5 C-terminal helix,3749,26S proteasome regulatory subunits C-terminal helices,1,17,1,24,0.00,0.00,4.17,0.00
3749.3,26S proteasome regulatory subunit RPN6 C-termial helix,3749,26S proteasome regulatory subunits C-terminal helices,0,3,0,5,,,20.00,0.00
3749.4,26S proteasome regulatory subunit RPN7 C-terminal helix,3749,26S proteasome regulatory subunits C-terminal helices,0,9,0,14,,,7.14,0.00
3749.5,26S proteasome regulatory subunit RPN3 C-terminal helix,3749,26S proteasome regulatory subunits C-terminal helices,4,16,4,25,0.00,0.00,4.00,0.00
3750.1,Surface cell antigen (sca) N-terminal domain,3750,Surface cell antigen (sca) N-terminal domain,1,1,1,1,0.00,0.00,0.00,0.00
375.1,Rubredoxin-related,375,Rubredoxin-like,428,5466,1780,23987,2.36,31.52,1.20,26.86
375.10,Zinc finger domain of DNA polymerase-alpha,375,Rubredoxin-like,10,125,49,658,0.00,10.20,1.67,14.44
375.11,Zinc-binding domain in CopZ,375,Rubredoxin-like,2,8,7,27,0.00,57.14,3.70,7.41
3751.1,Antiviral helicase Ski2 N-terminal extended region,3751,Antiviral helicase Ski2 N-terminal extended region,2,4,2,5,0.00,0.00,0.00,0.00
375.12,Nicotinate phosphoribosyltransferase C-terminal domain-related,375,Rubredoxin-like,3,18,9,54,0.00,0.00,9.26,3.70
375.13,Mycobacterium tuberculosis Topoisomerase I C-terminal domain,375,Rubredoxin-like,0,9,0,16,,,0.00,37.50
375.14,Rubredoxin-like domain in leucyl-tRNA synthetase (LS1),375,Rubredoxin-like,2,19,2,23,0.00,0.00,26.09,13.04
375.15,Zinc finger domain of DNA repair helicase RadD,375,Rubredoxin-like,1,0,4,0,0.00,0.00,,
375.2,YfgJ-like,375,Rubredoxin-like,3,47,12,200,0.00,16.67,3.00,28.00
3752.1,L-Lys epsilon-oxidase C-terminal domain,3752,L-Lys epsilon-oxidase C-terminal domain,2,0,9,0,77.78,0.00,,
375.3,CSL zinc finger,375,Rubredoxin-like,4,74,16,346,0.00,68.75,0.58,31.79
3753.1,hypothetical protein NE1300,3753,hypothetical protein NE1300,1,10,2,15,50.00,0.00,13.33,6.67
375.4,Nucleolar RNA-binding protein Nop10-like,375,Rubredoxin-like,2,59,5,264,0.00,60.00,9.85,26.89
3754.1,Bacterial cell wall synthesis membrane enzyme MraY-related,3754,Bacterial cell wall synthesis membrane enzyme MraY-related,5,268,19,959,10.53,0.00,4.80,0.00
375.5,NOB1 zinc finger-like,375,Rubredoxin-like,1,17,5,76,0.00,0.00,1.32,6.58
3755.1,Putative type III secretion protein YscO-related,3755,YscO-like,0,38,0,98,,,8.16,2.04
3755.2,Flagellar FliJ protein,3755,YscO-like,1,8,1,12,0.00,0.00,0.00,0.00
3755.3,CT398 helical hairpin,3755,YscO-like,4,1418,9,3778,0.00,0.00,4.55,2.17
3755.4,Phosphatidylinositol 3-kinase regulatory subunit inter-SH2 domain,3755,YscO-like,2,308,2,802,0.00,0.00,6.73,0.62
375.6,FlhC-like,375,Rubredoxin-like,1,20,5,87,0.00,80.00,3.45,6.90
3756.1,Diiron beta-hydroxylase CmlA N-terminal domain,3756,Diiron beta-hydroxylase CmlA N-terminal domain,1,0,1,0,0.00,0.00,,
375.7,Zn-binding domains of ADDBP,375,Rubredoxin-like,2,1,12,4,8.33,16.67,0.00,100.00
3757.1,AF1503 pre-HAMP domain,3757,AF1503 pre-HAMP domain,0,8,0,14,,,7.14,0.00
375.8,Zinc-binding domain of translation initiation factor 2 beta,375,Rubredoxin-like,8,107,35,439,0.00,34.29,0.68,31.44
3758.1,Bacterial hemolysins,3758,Bacterial hemolysins-like,8,89,14,424,7.14,0.00,9.91,0.47
3758.2,Biopolymer transport protein ExbB,3758,Bacterial hemolysins-like,2,26,4,44,0.00,0.00,0.00,0.00
375.9,Zinc finger in leader protease Nsp1alpha,375,Rubredoxin-like,1,0,4,0,0.00,25.00,,
3759.1,Antitermination protein Q helical domain,3759,Antitermination protein Q helical domain,1,5,3,8,0.00,0.00,0.00,0.00
3760.1,Protein arginine N-methyltransferase 3 helical domain,3760,Protein arginine N-methyltransferase 3 helical domain,0,14,0,66,,,0.00,40.91
376.1,RING/U-box-like,376,RING/U-box-like,322,7738,2300,57560,0.96,73.87,0.36,65.51
3761.1,Major tropism determinant (Mtd) trimerization domain-related,3761,Major tropism determinant (Mtd) trimerization domain-related,0,7,0,11,,,45.45,0.00
376.2,tandem cysteine domain,376,RING/U-box-like,1,3,16,50,0.00,37.50,0.00,48.00
3762.1,Poly(ADP-ribose) glycohydrolase helical domain,3762,Poly(ADP-ribose) glycohydrolase helical domain,3,13,16,79,0.00,0.00,0.00,0.00
3763.1,protein of unknown function NP_951600.1 helical domain,3763,protein of unknown function NP_951600.1 helical domain,1,1,4,6,0.00,0.00,0.00,0.00
3764.1,Repressor activator protein 1 (RAP1) helical bundle domain,3764,Repressor activator protein 1 (RAP1) helical bundle domain,0,4,0,6,,,0.00,0.00
3765.1,N-terminal domain in some Dicers,3765,N-terminal domain in some Dicers,1,0,1,0,0.00,0.00,,
3766.1,Giardia Dicer helical domain bridging RNase IIIa and RNase IIIb,3766,Giardia Dicer helical domain bridging RNase IIIa and RNase IIIb,1,0,6,0,0.00,0.00,,
3767.1,Giardia Dicer N-terminal domain,3767,Giardia Dicer N-terminal domain,4,71,21,271,9.52,14.29,8.12,5.54
3769.1,Fibrinogen binding protein a+b domain,3769,Fibrinogen binding protein a+b domain,0,8,0,8,,,0.00,0.00
377.1,LIM domain-like,377,Glucocorticoid receptor-like,218,3442,843,16487,0.83,44.37,0.92,49.00
377.10,A20-like zinc finger,377,Glucocorticoid receptor-like,5,33,21,144,0.00,80.95,9.72,54.86
377.11,THAP domain,377,Glucocorticoid receptor-like,5,57,23,247,0.00,52.17,0.00,54.66
3771.1,Central kinetochore subunit CHL4 C-terminal domain,3771,Central kinetochore subunit CHL4 C-terminal domain,1,9,1,12,0.00,0.00,0.00,0.00
377.12,RPL34,377,Glucocorticoid receptor-like,13,42,44,158,0.00,34.09,0.00,13.29
377.13,Primase zinc finger,377,Glucocorticoid receptor-like,2,47,7,163,0.00,85.71,0.00,58.90
377.2,"C-terminal, Zn-finger domain of MutM-like DNA repair proteins",377,Glucocorticoid receptor-like,8,141,29,563,6.90,51.72,0.36,74.96
3772.1,Putative anti-sigma factor BDI_1681 N-terminal domain,3772,Putative anti-sigma factor BDI_1681 N-terminal domain,0,5,0,8,,,0.00,0.00
377.3,SAP30 zinc finger,377,Glucocorticoid receptor-like,1,9,4,30,0.00,50.00,0.00,30.00
3773.1,E3 ligase HOIP C-terminal domain,3773,E3 ligase HOIP C-terminal domain,1,1,3,1,0.00,66.67,0.00,0.00
377.4,YlxR-like,377,Glucocorticoid receptor-like,0,14,0,33,,,0.00,36.36
3774.1,Fibroblast growth factor receptor 3 transmembrane domain,3774,Fibroblast growth factor receptor 3 transmembrane domain,2,82,3,165,0.00,0.00,11.52,0.00
377.5,YggX-like (Pfam 04362),377,Glucocorticoid receptor-like,2,34,2,41,0.00,0.00,0.00,0.00
3775.1,Lysosome membrane protein 2 lumenal domain,3775,Lysosome membrane protein 2 lumenal domain,3,52,15,331,100.00,0.00,93.96,0.00
377.6,SBT domain,377,Glucocorticoid receptor-like,4,13,26,72,0.00,57.69,0.00,48.61
3776.1,DNA-entry nuclease inhibitor,3776,DNA-entry nuclease inhibitor,1,2,1,3,0.00,0.00,0.00,0.00
377.7,82 prophage-derived uncharacterized protein ybcO,377,Glucocorticoid receptor-like,1,4,6,19,0.00,33.33,0.00,15.79
3777.1,Prolyl 4-hydroxylase alpha subunit dimerization domain,3777,Prolyl 4-hydroxylase alpha subunit dimerization domain,0,16,0,25,,,16.00,0.00
3778.1,Magnetochrome domain,3778,Magnetochrome domain,0,7,0,14,,,0.00,0.00
377.9,HIT/MYND zinc finger-like,377,Glucocorticoid receptor-like,13,182,96,1082,0.00,82.29,0.28,71.90
3779.1,OxsB N-terminal domain,3779,OxsB N-terminal domain,1,0,3,0,33.33,0.00,,
3780.1,NC100,3780,NC100,4,0,4,0,75.00,0.00,,
378.1,His-Me finger endonucleases,378,His-Me finger endonucleases,43,265,193,1277,25.91,23.32,28.27,15.82
3781.1,Ribosomal protein L11/L12e N-terminal domain,3781,Ribosomal protein L11/L12e N-terminal domain-like,8,41,8,52,0.00,0.00,0.00,0.00
3781.2,ssDNA-binding protein ThermoDBP-related,3781,Ribosomal protein L11/L12e N-terminal domain-like,0,8,0,8,,,25.00,0.00
3782.1,Envelope glycoprotein GP2-related,3782,Envelope glycoprotein GP2-related,14,25,37,65,100.00,0.00,70.77,0.00
3783.1,Toxin RnlA C-terminal domain,3783,Toxin RnlA C-terminal domain,2,2,8,4,0.00,0.00,25.00,0.00
3784.1,Putative lipoprotein CPF_1278-related,3784,Putative lipoprotein CPF_1278-related,2,4,3,5,0.00,0.00,20.00,0.00
3785.1,"Suppressor of Fused, C-terminal domain",3785,"Suppressor of Fused, C-terminal domain",3,13,10,48,0.00,0.00,0.00,0.00
3787.1,Four-helix bundle insertion in HAD-related proteins,3787,HAD superfamily helical bundle insertion domain,1,0,3,0,0.00,0.00,,
3787.2,Helical insertion domain in hypothetical protein MW1667,3787,HAD superfamily helical bundle insertion domain,1,3,3,12,0.00,0.00,0.00,0.00
3787.3,Insertion domain in cytosolic IMP-GMP specific 5'-nucleotidase,3787,HAD superfamily helical bundle insertion domain,2,25,6,59,16.67,0.00,0.00,0.00
3788.1,Viral accessory protein x (Vpx) / viral protein r (Vpr),3788,Viral accessory protein x (Vpx) / viral protein r (Vpr),5,22,11,43,0.00,9.09,0.00,0.00
3789.1,Rubella virus capsid protein C-terminal domain,3789,Rubella virus capsid protein C-terminal domain,1,0,2,0,0.00,0.00,,
3790.1,N-terminal domain of effector protein LegC3,3790,N-terminal domain of effector protein LegC3,1,1,2,11,0.00,0.00,0.00,0.00
379.1,Kazal-type serine protease inhibitors,379,Kazal-type serine protease inhibitors-like,33,425,196,2698,97.96,0.00,98.44,0.19
3791.1,EDS1-PAD4 (EP) domain,3791,EDS1-PAD4 (EP) domain,3,11,10,36,0.00,0.00,0.00,0.00
379.2,Oryctin,379,Kazal-type serine protease inhibitors-like,1,0,6,0,100.00,0.00,,
3792.1,26S proteasome subunit Rpn2 C-terminal domain,3792,26S proteasome subunit Rpn2 C-terminal domain,6,44,20,178,0.00,0.00,5.62,0.00
3793.1,Potassium channel modulator KCNE1,3793,Potassium channel modulator KCNE1,2,2,2,2,50.00,0.00,0.00,0.00
3794.1,Methylcrotonyl-CoA carboxylase alpha-subunit BT domain-related,3794,Methylcrotonyl-CoA carboxylase alpha-subunit BT domain-related,5,50,7,111,0.00,0.00,24.32,0.00
3796.1,Iron-regulated surface determinant protein H linker domain,3796,Iron-regulated surface determinant protein H linker domain,0,2,0,3,,,0.00,0.00
3798.1,Putative lipoprotein BA_2398,3798,Putative lipoprotein BA_2398,1,0,2,0,100.00,0.00,,
3799.1,SabA N-terminal extracellular adhesion domain,3799,SabA N-terminal extracellular adhesion domain,11,6,60,30,100.00,0.00,100.00,0.00
3800.1,Virion infectivity factor Vif,3800,Virion infectivity factor Vif,2,0,5,0,0.00,0.00,,
380.1,Kringle-like,380,Kringle-like,26,97,144,529,100.00,0.00,97.92,0.19
3804.1,CRISPR-Cas system RNase C2c2 N-terminal domain,3804,CRISPR-Cas system RNase C2c2 N-terminal domain,2,2,3,4,0.00,0.00,0.00,0.00
3805.1,Hypothetical protein TTHB059,3805,Hypothetical protein TTHB059,1,1,1,1,0.00,0.00,0.00,0.00
