h_group_id,h_group_name,x_group_id,x_group_name,n_pdb_reps,n_afdb_reps,pdb_total_cys,afdb_total_cys,pdb_disulfide_pct,pdb_metal_pct,afdb_disulfide_pct,afdb_metal_pct
223.7,FLJ32549 C-terminal domain-like,223,Profilin-like,0,6,0,21,,,9.52,0.00
223.8,LapD periplasmic domain,223,Profilin-like,0,11,0,18,,,44.44,0.00
223.9,Pa0076-like,223,Profilin-like,1,1,3,1,0.00,0.00,0.00,0.00
224.1,Gelsolin-like,224,Gelsolin-like,33,527,73,1304,0.00,0.00,0.08,0.00
2.25,OB domain in IgaA,2,OB-fold,0,5,0,7,,,28.57,0.00
225.1,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase,225,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like,51,1068,132,2411,1.52,0.00,5.56,0.00
225.2,Uncharacterized protein DIP2311 middle domain,225,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like,1,23,1,55,0.00,0.00,1.82,0.00
225.3,Virion egress protein UL31 homolog,225,ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase-like,5,0,42,0,0.00,26.19,,
226.1,POZ domain,226,POZ domain,38,1441,104,5182,2.88,0.96,1.18,1.74
227.1,DNA clamp,227,DNA clamp,61,274,150,713,0.67,0.00,0.14,0.00
228.1,"Fe,Mn superoxide dismutase (SOD)-C",228,"Fe,Mn superoxide dismutase (SOD)-C",18,46,27,82,0.00,0.00,6.10,0.00
229.1,Cdc48 domain 2-like,229,Cdc48 domain 2-like,10,199,17,374,5.88,0.00,5.88,0.27
2.3,TIMP-like,2,OB-fold,12,104,90,590,100.00,0.00,99.15,0.00
230.1,Tetrahydrobiopterin biosynthesis enzymes-like,230,T-fold,29,494,76,1314,1.32,10.53,1.37,17.28
230.2,Ribosomal protein S3-C,230,T-fold,12,83,26,133,0.00,0.00,0.75,0.00
230.3,"Elongation factor Ts (EF-Ts), dimerisation domain",230,T-fold,1,299,2,506,0.00,0.00,2.96,0.00
230.4,ApbE-like,230,T-fold,6,94,11,222,18.18,0.00,4.05,0.00
230.5,Band 7/SPFH domain,230,T-fold,1,125,2,216,0.00,0.00,3.70,1.85
230.6,40S ribosomal protein S3A C-terminal domain,230,T-fold,9,77,27,134,0.00,0.00,4.48,0.00
231.1,MocoBD/DmpA-related,231,MocoBD/DmpA-related,46,316,179,1745,2.79,0.00,9.34,0.00
232.1,Pentein,232,Pentein,27,229,165,1002,0.00,0.00,0.80,0.00
233.1,MHC antigen-recognition domain,233,MHC antigen-recognition domain,47,105,123,316,80.49,0.00,82.59,0.00
234.1,Microbial ribonucleases,234,Microbial ribonucleases-like,15,15,46,44,97.83,0.00,75.00,0.00
234.3,Colicin D nuclease domain,234,Microbial ribonucleases-like,0,8,0,16,,,50.00,0.00
234.4,Hypothetical protein cgd2_2020,234,Microbial ribonucleases-like,2,1,6,7,0.00,0.00,0.00,0.00
235.1,Lysozyme-like,235,Lysozyme-like,83,214,343,1026,76.09,0.00,83.14,0.00
236.1,GroES-related,236,GroES-like,94,938,396,4438,1.01,54.29,0.43,50.25
236.2,SacY-like RNA-binding domain,236,GroES-like,0,6,0,6,,,0.00,0.00
236.3,AF1531-like,236,GroES-like,0,5,0,6,,,0.00,0.00
237.1,ADP-ribosylation,237,ADP-ribosylation,40,288,76,1225,32.89,0.00,10.94,4.49
239.1,Ribosomal protein L25-like,239,Ribosomal protein L25-like,25,288,58,487,0.00,0.00,3.29,0.62
239.2,HisI-like,239,Ribosomal protein L25-like,1,144,3,479,0.00,0.00,23.80,0.00
239.3,FAS1 domain,239,Ribosomal protein L25-like,9,163,16,310,87.50,0.00,60.32,0.00
239.4,"Glutamine synthetase, N-terminal domain",239,Ribosomal protein L25-like,18,127,39,209,12.82,0.00,5.74,0.00
239.5,40S ribosomal protein S3A N-terminal domain,239,Ribosomal protein L25-like,10,31,16,43,0.00,0.00,2.33,0.00
2.4,MOP-like,2,OB-fold,8,239,11,393,18.18,0.00,8.91,0.00
240.1,Ribosomal protein TL5/L25 C-terminal domain-related,240,Ribosomal protein TL5/L25 C-terminal domain-like,5,129,6,169,0.00,0.00,0.00,0.00
240.2,Insert subdomain of RNA polymerase alpha subunit,240,Ribosomal protein TL5/L25 C-terminal domain-like,13,196,41,548,12.20,31.71,12.77,17.52
241.1,Type III secretory system chaperone,241,Type III secretory system chaperone-like,17,101,35,263,8.57,0.00,3.04,0.76
241.10,GAS2 domain,241,Type III secretory system chaperone-like,1,17,3,59,66.67,0.00,20.34,0.00
241.11,YjbR-like,241,Type III secretory system chaperone-like,2,21,2,43,0.00,0.00,0.00,0.00
241.12,YktB/PF0168-like,241,Type III secretory system chaperone-like,1,19,1,39,0.00,0.00,2.56,0.00
241.13,N-terminal domain of secreted effector protein sifA,241,Type III secretory system chaperone-like,1,10,3,41,0.00,0.00,7.32,0.00
241.14,SARS-unique domain-C,241,Type III secretory system chaperone-like,3,0,8,0,0.00,0.00,,
241.15,FP (Fbxo7/PI31) dimerization domain,241,Type III secretory system chaperone-like,3,41,7,114,0.00,0.00,3.51,0.00
241.16,protein CagD,241,Type III secretory system chaperone-like,0,1,0,3,,,0.00,0.00
241.17,5-methylcytosine-specific restriction enzyme B DNA-binding domain,241,Type III secretory system chaperone-like,0,2,0,8,,,0.00,12.50
241.18,MRB1590 N-terminal domain,241,Type III secretory system chaperone-like,1,4,5,15,0.00,0.00,0.00,0.00
241.19,Transposon Tn7 transposition protein TnsE C-terminal domain,241,Type III secretory system chaperone-like,1,0,2,0,0.00,0.00,,
241.2,Frataxin-like,241,Type III secretory system chaperone-like,6,48,9,86,0.00,0.00,1.16,0.00
241.4,"Hypothetical protein c14orf129, hspc210",241,Type III secretory system chaperone-like,1,54,3,128,0.00,0.00,8.59,0.00
241.5,DNA-binding C-terminal domain of the transcription factor MotA,241,Type III secretory system chaperone-like,1,2,1,4,0.00,0.00,0.00,0.00
241.6,Arp2/3 complex subunits,241,Type III secretory system chaperone-like,4,49,5,125,0.00,0.00,3.20,0.80
241.7,YgaC/TfoX-N like,241,Type III secretory system chaperone-like,1,6,1,13,0.00,0.00,0.00,0.00
241.9,YdhG-like,241,Type III secretory system chaperone-like,1,12,1,18,0.00,0.00,0.00,0.00
242.1,Homing endonucleases,242,Homing endonucleases-like,26,377,46,703,8.70,0.00,3.27,0.00
242.2,tRNA-intron endonuclease N-terminal domain-like,242,Homing endonucleases-like,4,94,8,148,12.50,0.00,6.76,0.00
242.3,"DNA repair protein MutS, domain I",242,Homing endonucleases-like,4,146,10,305,0.00,0.00,2.30,0.00
242.4,DNA polymerase II large subunit DP2 central a+b domain,242,Homing endonucleases-like,0,42,0,71,,,8.45,0.00
243.1,NTF2-like,243,Cystatin-like,120,798,209,1938,2.87,0.00,15.74,1.08
243.11,NP_346341.1 protein,243,Cystatin-like,0,1,0,6,,,66.67,0.00
243.13,Uncharacterized protein SSP0047,243,Cystatin-like,1,0,1,0,0.00,0.00,,
243.14,Ranaspumin-2,243,Cystatin-like,1,0,2,0,100.00,0.00,,
243.16,hypothetical protein CLOLEP_02462,243,Cystatin-like,2,1,2,8,0.00,0.00,0.00,0.00
243.17,C-terminal domain of PatG,243,Cystatin-like,1,0,2,0,100.00,0.00,,
243.18,Maltokinase N-terminal domain,243,Cystatin-like,0,5,0,12,,,8.33,0.00
243.19,Phi ETA orf 56-like protein C-terminal domains,243,Cystatin-like,4,6,5,9,0.00,0.00,11.11,0.00
243.2,Putative dsDNA mimic,243,Cystatin-like,0,2,0,3,,,0.00,0.00
243.3,Cystatin/monellin,243,Cystatin-like,23,582,72,2015,83.33,0.00,57.32,3.47
243.4,DsbC/DsbG N-terminal domain-like,243,Cystatin-like,0,10,0,35,,,28.57,0.00
243.5,Amine oxidase N-terminal region,243,Cystatin-like,7,86,14,206,35.71,0.00,34.47,0.97
243.6,Pre-PUA domain,243,Cystatin-like,5,156,8,238,0.00,0.00,7.14,0.42
243.7,Cytochrome b5-like heme/steroid binding domain,243,Cystatin-like,9,222,13,359,0.00,0.00,8.64,0.00
243.8,Uracil-DNA glycosylase inhibitor protein,243,Cystatin-like,2,2,2,7,0.00,0.00,0.00,0.00
243.9,Nuclease A inhibitor (NuiA)-related,243,Cystatin-like,3,31,14,154,0.00,0.00,0.00,0.00
244.1,FAD-linked reductases-C,244,"FAD-linked reductases, C-terminal domain-like",160,1124,356,3427,9.55,1.40,8.11,0.76
244.2,"FAD/NAD-linked reduatases, dimerisation (C-terminal) domain",244,"FAD-linked reductases, C-terminal domain-like",32,189,81,388,0.00,0.00,3.61,0.77
244.3,SufE/NifU,244,"FAD-linked reductases, C-terminal domain-like",25,193,64,506,3.13,29.69,1.98,26.68
244.4,Ni-Fe binding domain in nickel-iron hydrogenase large subunit,244,"FAD-linked reductases, C-terminal domain-like",50,362,128,905,0.78,24.22,1.99,9.28
245.1,Ribonuclease PH domain 2,245,Ribonuclease PH domain 2-like,23,404,50,807,0.00,0.00,0.99,0.00
245.2,YbaB,245,Ribonuclease PH domain 2-like,0,59,0,79,,,2.53,0.00
246.1,Carbon-nitrogen hydrolase,246,Carbon-nitrogen hydrolase-like,22,317,101,1507,4.95,0.00,4.91,0.00
246.2,Metallo-dependent phosphatases,246,Carbon-nitrogen hydrolase-like,52,1483,205,7241,13.17,0.49,17.12,0.14
246.3,DNase I-like,246,Carbon-nitrogen hydrolase-like,36,534,185,3182,3.78,0.00,3.33,0.06
246.4,Outer capsid protein VP2 hub domain,246,Carbon-nitrogen hydrolase-like,1,0,4,0,0.00,0.00,,
247.1,Metallo-hydrolase/oxidoreductase,247,Metallo-hydrolase/oxidoreductase,127,1689,472,6952,13.14,2.75,4.04,1.32
2484.1,Ribonuclease H-like,2484,Ribonuclease H-like,526,8674,1609,31444,5.10,3.23,3.04,2.14
2484.2,Methylated DNA-protein cysteine methyltransferase domain,2484,Ribonuclease H-like,5,42,12,85,0.00,0.00,11.76,0.00
2484.3,Creatinase/prolidase N-terminal domain,2484,Ribonuclease H-like,22,261,40,525,0.00,0.00,4.00,0.00
2484.4,Nitrogenase accessory factor-like,2484,Ribonuclease H-like,2,83,5,167,0.00,0.00,5.39,3.59
2484.5,RNaseH-like domain in reverse transcriptase,2484,Ribonuclease H-like,5,65,6,164,0.00,0.00,0.61,0.00
2484.6,Periplasmic domain of ExbD/TolR,2484,Ribonuclease H-like,0,4,0,11,,,0.00,0.00
2484.7,Uncharacterized protein PF2046,2484,Ribonuclease H-like,0,4,0,12,,,16.67,0.00
2484.8,Separase pseudo-protease domain (PPD),2484,Ribonuclease H-like,2,28,8,182,0.00,0.00,0.00,3.85
2485.1,Thioredoxin-like,2485,Thioredoxin-like,559,3919,1299,10919,47.96,7.24,44.56,2.49
2485.2,"RNA 3'-terminal phosphate cyclase, RPTC, insert domain",2485,Thioredoxin-like,3,83,5,160,0.00,0.00,1.88,0.00
2485.3,Major capsid protein gp5,2485,Thioredoxin-like,38,32,66,66,1.52,0.00,4.55,0.00
2485.4,Fumarate hydratase N-terminal domain,2485,Thioredoxin-like,3,90,13,216,0.00,0.00,2.31,4.17
2486.1,ClpP/crotonase,2486,ClpP/crotonase,169,1104,514,3959,0.58,0.78,2.00,7.86
2487.1,"The ""swivelling"" beta/beta/alpha domain",2487,"The ""swivelling"" beta/beta/alpha domains",83,1386,225,3525,17.33,0.00,23.49,0.03
2487.2,FumA C-terminal domain-like,2487,"The ""swivelling"" beta/beta/alpha domains",2,45,4,95,0.00,0.00,0.00,0.00
2488.1,alpha/beta knot,2488,alpha/beta knot,55,894,121,2540,0.00,0.00,2.56,4.57
2489.1,Barstar (barnase inhibitor),2489,Barstar (barnase inhibitor),1,2,2,2,0.00,0.00,0.00,0.00
2490.1,Ribosomal protein L32e,2490,Ribosomal protein L13/L15p/L18e/L32e,14,20,22,27,0.00,0.00,0.00,0.00
2490.2,Ribosomal protein L13 and L16-A,2490,Ribosomal protein L13/L15p/L18e/L32e,23,86,70,157,0.00,0.00,1.27,0.00
2490.3,Ribosomal proteins L15p and L18e,2490,Ribosomal protein L13/L15p/L18e/L32e,35,170,75,272,1.33,0.00,0.37,0.00
2492.1,Cytidine deaminase-like,2492,Cytidine deaminase-like,80,1135,338,4524,0.89,26.33,2.30,17.24
2493.1,MurF and HprK N-domain-like,2493,MurF and HprK N-domain-like,10,277,15,455,0.00,0.00,1.32,0.00
2494.1,DTD-like (Pfam 02580),2494,DTD-like,7,200,13,333,0.00,0.00,3.00,0.00
2494.2,Inserted a+b domain in Dac-like proteins,2494,DTD-like,1,4,1,6,0.00,0.00,0.00,0.00
2495.1,"Cell-division inhibitor MinC, N-terminal domain",2495,"Cell-division inhibitor MinC, N-terminal domain",2,46,2,66,0.00,0.00,6.06,0.00
2496.1,SpoIIaa-like,2496,SpoIIaa-like,31,498,59,1533,1.69,0.00,0.59,1.57
2498.1,"Metalloproteases (""zincins"") catalytic domain",2498,Zincin-like,105,2199,411,11237,45.99,1.46,61.35,1.63
2498.2,beta-N-acetylhexosaminidase-like domain,2498,Zincin-like,17,99,29,213,24.14,0.00,47.89,0.00
2498.3,Uncharacterized protein YfcM,2498,Zincin-like,1,2,4,6,0.00,0.00,0.00,0.00
2498.4,HSP90 C-terminal domain (C-terminal part of Pfam 00183),2498,Zincin-like,3,112,7,163,0.00,0.00,4.91,0.00
2498.5,GroEL-intermediate domain like,2498,Zincin-like,19,207,34,531,5.88,0.00,4.71,0.75
2499.1,Subtilisin-like,2499,Subtilisin-like,28,467,121,2425,64.46,0.00,65.61,0.00
2499.2,Domain III of tail sheath protein Gp18,2499,Subtilisin-like,24,14,61,39,0.00,0.00,0.00,0.00
2.5,Inorganic pyrophosphatase,2,OB-fold,15,74,27,215,0.00,0.00,0.93,0.00
2500.1,Ten stranded beta/alpha barrel,2500,Ten stranded beta/alpha barrel,32,193,324,1585,1.54,3.40,3.15,7.19
2501.1,Peptidyl-tRNA hydrolase II,2501,Peptidyl-tRNA hydrolase II,4,85,6,179,0.00,0.00,0.00,0.00
251.1,FYSH domain,251,FYSH domain,0,23,0,33,,,0.00,0.00
252.1,"Methyl-CpG-binding domain, MBD",252,DNA-binding domain,7,67,16,145,0.00,18.75,4.14,6.21
252.2,GCC-box binding domain-like,252,DNA-binding domain,2,105,2,165,0.00,0.00,3.03,0.00
253.1,Argininosuccinate synthetase-C,253,Argininosuccinate synthetase-C,2,91,4,205,0.00,0.00,6.83,0.00
254.1,Prion-like,254,Prion-like,8,2,18,4,66.67,0.00,25.00,0.00
255.1,LCCL domain,255,LCCL domain,1,46,4,210,100.00,0.00,54.29,0.48
256.1,MTH1598-like,256,MTH1598-like,1,88,1,159,0.00,0.00,11.32,0.00
257.1,"Aromatic aminoacid monoxygenases, catalytic and oligomerization domains",257,"Aromatic aminoacid monoxygenases, catalytic and oligomerization domains",6,27,33,159,0.00,0.00,0.00,0.00
258.1,Methionine synthase activation domain-like,258,Methionine synthase activation domain-like,2,16,3,81,0.00,0.00,0.00,2.47
259.1,Ribosomal protein L31e/gp120 outer domain,259,Ribosomal protein L31e-like,36,10,165,14,83.64,0.00,0.00,0.00
259.2,Reductive activator for corrinoid/iron-sulfur protein second domain,259,Ribosomal protein L31e-like,0,5,0,6,,,0.00,0.00
2.6,Staphylococcal nuclease,2,OB-fold,5,355,12,1013,0.00,0.00,8.09,0.00
260.1,beta-hairpin-alpha-hairpin repeat,260,beta-hairpin-alpha-hairpin repeat,7,14,14,58,0.00,0.00,0.00,0.00
261.1,"Hect, E3 ligase catalytic domain",261,"Hect, E3 ligase catalytic domain",9,161,28,1125,0.00,0.00,0.00,0.09
262.1,Nitric oxide (NO) synthase oxygenase domain,262,Nitric oxide (NO) synthase oxygenase domain,7,6,46,53,0.00,13.04,0.00,5.66
263.1,SRF-like,263,SRF-like,3,179,4,341,0.00,0.00,0.00,1.76
264.1,LigT-related,264,LigT-like,11,164,32,517,0.00,0.00,3.68,0.00
264.2,Prokaryotic type I DNA topoisomerase beta-barrel domain,264,LigT-like,2,87,5,148,20.00,0.00,16.89,0.68
265.1,RNA bacteriophage capsid protein,265,RNA bacteriophage capsid protein,8,0,15,0,46.67,0.00,,
266.1,Thymidylate synthase/dCMP hydroxymethylase,266,Thymidylate synthase/dCMP hydroxymethylase,13,110,61,405,0.00,0.00,0.74,3.46
267.1,"Metal cation-transporting ATPase, ATP-binding domain",267,"Metal cation-transporting ATPase, ATP-binding domain",26,629,121,2368,0.83,0.00,4.43,0.17
268.1,"Sterol carrier protein, SCP-related",268,Sterol carrier protein-like,14,144,17,230,5.88,0.00,5.65,0.00
268.2,LytR-Cps2A-Psr (LCP) enzymes,268,Sterol carrier protein-like,2,19,4,29,50.00,0.00,72.41,0.00
269.1,Fibrinogen C-terminal domain-like,269,Fibrinogen C-terminal domain-like,17,147,108,963,92.59,0.00,93.67,0.00
2.7,Tail-associated lysozyme gp5-N,2,OB-fold,6,14,8,27,0.00,0.00,3.70,0.00
270.1,FMT C-terminal domain-related,270,FMT C-terminal domain-like,12,329,18,725,11.11,0.00,6.62,0.00
270.2,lantibiotic immunity protein SpaI,270,FMT C-terminal domain-like,1,0,1,0,0.00,0.00,,
271.1,GFP-like,271,GFP-like,54,18,163,58,16.56,1.23,34.48,0.00
272.1,TolA/TonB C-terminal domain,272,TolA/TonB C-terminal domain,2,9,4,14,100.00,0.00,78.57,0.00
272.2,hypothetical protein BACUNI_01052,272,TolA/TonB C-terminal domain,1,0,1,0,100.00,0.00,,
273.1,PR-1-like,273,PR-1-like,14,478,125,2991,98.40,0.00,91.34,0.00
274.1,Pili subunits,274,Pili subunits,30,135,74,361,94.59,0.00,64.54,0.00
275.1,MoeA-I/Ornithine decarboxylase-C/Reverse ferredoxin-like domain in RNA-polymerase,275,MoeA-I/Ornithine decarboxylase-C/Reverse ferredoxin-like domain in RNA-polymerase,37,344,87,773,3.45,11.49,3.49,9.18
276.1,L-sulfolactate dehydrogenase-like,276,L-sulfolactate dehydrogenase-like,6,39,21,177,0.00,0.00,0.00,0.00
277.1,PX domain,277,PX domain,9,258,13,541,0.00,0.00,1.66,0.00
278.1,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain",278,"Succinate dehydrogenase/fumarate reductase flavoprotein, catalytic domain",12,94,26,195,7.69,0.00,6.67,0.00
279.1,LDH C-terminal domain-like,279,LDH C-terminal domain-like,43,215,109,506,0.92,0.00,2.37,0.20
2.8,mu transposases-C,2,OB-fold,2,14,5,23,0.00,0.00,0.00,0.00
280.1,Ribonuclease Rh-like,280,Ribonuclease Rh-like,10,66,97,611,100.00,0.00,97.87,0.00
281.1,AraD-like aldolase/epimerase,281,AraD-like aldolase/epimerase,11,227,28,774,0.00,0.00,2.33,0.00
282.1,CBS-domain,282,CBS-domain,55,758,83,1487,14.46,0.00,7.73,0.27
283.1,Creatinase/aminopeptidase,283,Creatinase/aminopeptidase-like,35,573,151,2138,1.99,0.00,4.77,0.05
283.2,gpW/gp25-like,283,Creatinase/aminopeptidase-like,15,59,20,177,0.00,0.00,18.64,16.38
283.3,MK0786-like,283,Creatinase/aminopeptidase-like,2,11,2,21,50.00,0.00,19.05,0.00
284.1,FKBP-like,284,FKBP-like,37,506,71,998,19.72,7.04,26.05,2.91
284.2,Chitinase insertion domain,284,FKBP-like,30,47,39,99,58.97,0.00,52.53,0.00
284.3,Colicin E3 immunity protein,284,FKBP-like,0,1,0,2,,,0.00,0.00
284.4,Archaeal FKBP insertion domain,284,FKBP-like,0,5,0,10,,,20.00,0.00
285.1,N-acetylmuramoyl-L-alanine amidase-like,285,N-acetylmuramoyl-L-alanine amidase-like,18,41,67,159,56.72,11.94,57.86,9.43
286.1,Diaminopimelate epimerase-like,286,Diaminopimelate epimerase-like,51,463,133,1388,0.75,0.00,0.29,0.00
288.1,CNF1/YfiH-like putative cysteine hydrolases,288,CNF1/YfiH-like putative cysteine hydrolases,9,125,44,411,2.27,18.18,0.49,3.65
289.1,Peptide deformylase,289,Peptide deformylase,18,180,44,407,0.00,38.64,0.49,39.31
2.9,RNB domain-like,2,OB-fold,6,117,32,743,0.00,0.00,0.00,0.00
290.1,Sortase,290,Sortase,27,18,31,20,6.45,0.00,0.00,0.00
292.1,Ribosome inactivating proteins (RIP),292,RIP/Polo-box domain,14,41,27,132,22.22,0.00,15.15,0.00
292.2,Polo-box domain,292,RIP/Polo-box domain,9,114,19,343,0.00,0.00,1.46,1.46
292.3,TipC soluble domain,292,RIP/Polo-box domain,1,0,1,0,0.00,0.00,,
294.1,CI-2 family of serine protease inhibitors,294,CI-2 family of serine protease inhibitors-like,7,22,14,42,100.00,0.00,69.05,0.00
294.2,Penicillin-binding protein 2x (pbp-2x)-C,294,CI-2 family of serine protease inhibitors-like,0,10,0,16,,,56.25,0.00
295.1,ssDNA-binding transcriptional regulator domain,295,ssDNA-binding transcriptional regulator domain-like,11,170,17,372,5.88,0.00,5.65,1.08
296.1,"Sulfite reductase hemoprotein (SiRHP), domains 2 and 4",296,"Sulfite reductase hemoprotein (SiRHP), domains 2 and 4",9,205,50,764,0.00,26.00,0.00,44.76
297.1,YrdC/RibB,297,YrdC/RibB,14,306,43,932,0.00,0.00,1.50,0.21
298.1,"Glyceraldehyde-3-phosphate dehydrogenase-like, C-terminal domain",298,FwdE/GAPDH domain-like,113,944,279,2397,3.58,0.00,4.01,0.92
298.2,FwdE-like,298,FwdE/GAPDH domain-like,3,53,10,162,0.00,40.00,6.17,27.16
298.3,Serine dehydratase beta chain-like,298,FwdE/GAPDH domain-like,6,101,11,238,0.00,0.00,6.30,0.00
298.4,V-type ATPase subunit E,298,FwdE/GAPDH domain-like,1,114,2,195,0.00,0.00,4.62,0.00
298.5,Ava3019-like,298,FwdE/GAPDH domain-like,1,0,4,0,0.00,0.00,,
299.1,YbaK/ProRS associated domain,299,YbaK/ProRS associated domain,3,178,4,407,0.00,0.00,0.98,0.00
300.1,Phospholipase D/nuclease,300,Phospholipase D/nuclease,19,739,72,2308,36.11,2.78,14.77,0.35
3001.1,"Tetrahydrodipicolinate-N-succinlytransferase, N-terminal 3-helical domain",3001,"Tetrahydrodipicolinate-N-succinlytransferase, N-terminal 3-helical domain",2,9,3,11,0.00,0.00,0.00,0.00
3002.1,"Adsorption protein p2, insertion domain",3002,"Adsorption protein p2, insertion domain",1,0,3,0,100.00,0.00,,
3003.1,N-terminal subdomain in DNA replication initiator (cdc21/cdc54),3003,N-terminal subdomain in DNA replication initiator (cdc21/cdc54),25,122,44,240,0.00,0.00,3.75,1.25
3004.1,"Hypothetical protein YfhH, N-terminal domain",3004,"Hypothetical protein YfhH, N-terminal domain",0,6,0,11,,,0.00,0.00
3005.1,"B12-dependent (class II) ribonucleotide reductase, insertion domain",3005,"B12-dependent (class II) ribonucleotide reductase, insertion domain",0,2,0,2,,,0.00,0.00
3006.1,"Sm-Like archaeal protein Smap3, C-terminal domain",3006,"Sm-Like archaeal protein Smap3, C-terminal domain",0,19,0,35,,,0.00,0.00
3008.1,A subdomain in the anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,3008,A subdomain in the anticodon-binding domain of a subclass of class I aminoacyl-tRNA synthetases,0,326,0,523,,,7.27,0.76
3009.1,Insertion subdomain in DsbA-like,3009,Insertion subdomain in DsbA-like,5,50,8,160,0.00,0.00,13.75,0.00
3009.2,STAC domain,3009,Insertion subdomain in DsbA-like,0,1,0,1,,,0.00,0.00
3010.1,C-terminal subdomain in Lon-related proteases catalytic domains,3010,C-terminal subdomain in Lon-related proteases catalytic domains,7,78,8,102,0.00,0.00,12.75,0.00
301.1,L30e-like,301,Bacillus chorismate mutase-like,68,439,194,1111,0.00,1.03,0.45,11.43
301.10,YueI-like,301,Bacillus chorismate mutase-like,0,1,0,1,,,0.00,0.00
301.11,BB2672-like,301,Bacillus chorismate mutase-like,2,0,2,0,0.00,0.00,,
301.12,Conserved hypothetical protein in Lin0512 family,301,Bacillus chorismate mutase-like,0,2,0,6,,,0.00,0.00
301.13,DAK1/DegV C-terminal domain,301,Bacillus chorismate mutase-like,9,57,22,102,0.00,0.00,0.00,0.00
301.2,PurM N-terminal domain-like,301,Bacillus chorismate mutase-like,11,519,25,1663,4.00,0.00,1.14,0.00
3012.1,Cof C2 cap domain,3012,Cof C2 cap domain,18,161,41,357,2.44,0.00,8.12,0.28
301.3,OmpA-like,301,Bacillus chorismate mutase-like,5,15,8,25,75.00,0.00,88.00,0.00
301.4,Holliday junction resolvase RusA,301,Bacillus chorismate mutase-like,1,4,1,9,0.00,0.00,0.00,0.00
3014.1,Middle operon regulator dimerization domain,3014,Middle operon regulator dimerization domain,1,2,1,8,0.00,0.00,0.00,50.00
301.5,"2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase IspF",301,Bacillus chorismate mutase-like,8,129,16,304,0.00,0.00,1.32,0.00
301.6,Tubulin C-terminal domain-like,301,Bacillus chorismate mutase-like,14,156,27,381,25.93,0.00,3.94,0.00
3016.1,C-terminal domain in some PLP-dependent transferases,3016,C-terminal domain in some PLP-dependent transferases,366,2405,746,5012,0.94,0.00,1.88,0.18
301.7,YjgF-like,301,Bacillus chorismate mutase-like,44,174,89,433,1.12,0.00,0.92,0.00
3017.1,Alpha-helical subdomain in E2 regularoty transactivation domain,3017,Alpha-helical subdomain in E2 regularoty transactivation domain,3,0,8,0,0.00,0.00,,
301.8,4'-phosphopantetheinyl transferase,301,Bacillus chorismate mutase-like,16,258,28,576,0.00,0.00,2.60,0.00
3018.1,MesJ substrate recognition domain-like,3018,MesJ substrate recognition domain-like,1,114,2,214,0.00,0.00,7.01,0.00
301.9,HypA Ni-binding domain,301,Bacillus chorismate mutase-like,2,97,10,300,0.00,80.00,0.00,33.67
3019.1,gp11/flagellar cap protein FliD insertion domain,3019,gp11/flagellar cap protein FliD insertion domain,1,4,1,7,0.00,0.00,0.00,0.00
302.1,"Lesion bypass DNA polymerase (Y-family), little finger domain",302,Reverse ferredoxin,5,144,11,310,0.00,0.00,0.32,0.00
302.2,"RuBisCO, small subunit",302,Reverse ferredoxin,14,42,42,112,19.05,0.00,8.93,2.68
302.3,a+b domain in low-molecular-weight S-layer protein,302,Reverse ferredoxin,1,0,1,0,0.00,0.00,,
302.4,a+b domain in Acetophenone carboxylase (Apc) alpha subunit,302,Reverse ferredoxin,1,29,4,39,0.00,0.00,12.82,0.00
303.1,Pyruvoyl-dependent histidine and arginine decarboxylases,303,Pyruvoyl-dependent histidine and arginine decarboxylases,1,52,3,143,0.00,0.00,11.19,0.00
304.1,"GHMP Kinase, C-terminal domain",304,Alpha-beta plaits,31,669,75,1757,5.33,0.00,2.11,0.00
304.10,"RuBisCO, large subunit, small (N-terminal) domain",304,Alpha-beta plaits,9,33,14,56,0.00,0.00,14.29,0.00
304.100,PurS-like,304,Alpha-beta plaits,5,74,6,149,0.00,0.00,12.08,0.00
304.102,Pseudouridine synthase,304,Alpha-beta plaits,17,973,69,3752,4.35,0.00,2.56,2.45
304.103,FMN-dependent nitroreductase-like,304,Alpha-beta plaits,69,386,195,1432,2.56,2.05,1.75,5.80
304.104,"Sulfolobus fructose-1,6-bisphosphatase-like",304,Alpha-beta plaits,0,29,0,123,,,0.00,0.00
304.105,Hypothetical protein Ta1353,304,Alpha-beta plaits,4,29,7,105,14.29,0.00,8.57,0.00
304.106,Hypothetical protein PH1602,304,Alpha-beta plaits,2,56,5,418,0.00,0.00,0.00,0.00
304.107,Aminomethyltransferase folate-binding domain,304,Alpha-beta plaits,22,445,45,1473,0.00,0.00,8.49,0.00
304.108,Monooxygenase (hydroxylase) regulatory protein,304,Alpha-beta plaits,1,2,1,2,0.00,0.00,0.00,0.00
